id,name,salary_from,salary_to,salary_currency,experience,employment,schedule,city,company,description,skills,url
1267,Junior ML Engineer,1700.0,5000.0,USD,between3And6,full,shift,Москва,Evrone,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;PyTorch;Kubernetes;MLflow;Airflow;Elasticsearch;Git,https://hh.ru/vacancy/1267
1268,Senior Business Analyst,700.0,1500.0,USD,between1And3,full,shift,Москва,ИТМО,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Excel;Tableau;Power BI;BPMN;Linux,https://hh.ru/vacancy/1268
1269,Junior Data Engineer,,362000.0,RUR,between3And6,full,fullDay,Москва,VK,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;Spark;Airflow;Kafka;SQL;MongoDB,https://hh.ru/vacancy/1269
1270,Frontend Developer,60000.0,140000.0,RUR,between1And3,volunteer,fullDay,Саратов,JetBrains,Разработка мобильных приложений с использованием современных технологий,JavaScript;React;TypeScript;CSS;HTML;MongoDB;Scrum,https://hh.ru/vacancy/1270
1271,Senior Backend Developer,600.0,1600.0,EUR,between1And3,full,fullDay,Москва,Wrike,Разработка мобильных приложений с использованием современных технологий,Python;Django;Redis;PostgreSQL;Linux,https://hh.ru/vacancy/1271
1272,Lead Frontend Developer,77000.0,149000.0,RUR,between1And3,full,remote,Москва,2ГИС,Сопровождение и развитие MLOps платформы для команды data science,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/1272
1273,Middle ML Engineer,162000.0,298000.0,RUR,between1And3,project,remote,Москва,Positive Technologies,Разработка мобильных приложений с использованием современных технологий,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/1273
1274,Lead ML Engineer,411000.0,742000.0,RUR,moreThan6,part,fullDay,Екатеринбург,JetBrains,Сопровождение и развитие MLOps платформы для команды data science,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Scrum;MongoDB,https://hh.ru/vacancy/1274
1275,Java Developer,1800.0,3700.0,USD,moreThan6,part,fullDay,Москва,DataArt,Работа с большими объёмами данных в Spark и Hadoop кластерах,Java;Spring;Kafka;PostgreSQL;Docker;GraphQL;gRPC,https://hh.ru/vacancy/1275
1276,Middle Business Analyst,83000.0,184000.0,RUR,between3And6,full,fullDay,Казань,1С,Работа с большими объёмами данных в Spark и Hadoop кластерах,SQL;Excel;Tableau;Power BI;BPMN;REST API,https://hh.ru/vacancy/1276
1277,Python Developer,68000.0,173000.0,RUR,noExperience,full,remote,Санкт-Петербург,Mail.ru,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;FastAPI;PostgreSQL;Docker;Git;Elasticsearch,https://hh.ru/vacancy/1277
1278,Middle MLOps Engineer,177000.0,326000.0,RUR,between3And6,project,remote,Санкт-Петербург,МТС,Исследование и внедрение новых подходов в области машинного обучения,Python;Docker;Kubernetes;MLflow;Airflow;REST API;Scrum,https://hh.ru/vacancy/1278
1279,Business Analyst,89000.0,,RUR,between3And6,full,fullDay,Воронеж,ГК Иннополис,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Excel;Tableau;Power BI;BPMN;Linux,https://hh.ru/vacancy/1279
1280,Middle Go Developer,154000.0,345000.0,RUR,between3And6,full,shift,Санкт-Петербург,ВТБ,Анализ больших данных и построение дата-пайплайнов для бизнеса,Go;gRPC;PostgreSQL;Redis;Kubernetes;REST API,https://hh.ru/vacancy/1280
1281,Go Developer,132000.0,365000.0,RUR,between3And6,volunteer,remote,Москва,Сбер,Разработка API и интеграция с внешними сервисами и базами данных,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/1281
1282,Android Developer,1100.0,2300.0,USD,between3And6,full,remote,Москва,ИТМО,Сопровождение и развитие MLOps платформы для команды data science,Kotlin;Android;Java;Git;REST API;Linux;Elasticsearch,https://hh.ru/vacancy/1282
1283,ML Engineer,1800.0,,USD,between1And3,full,fullDay,Краснодар,Мегафон,Сопровождение и развитие MLOps платформы для команды data science,Python;PyTorch;Kubernetes;MLflow;Airflow;Linux,https://hh.ru/vacancy/1283
1284,Data Engineer,202000.0,385000.0,RUR,moreThan6,full,remote,Челябинск,Акрос,Создание и поддержка ML моделей для продуктовых задач компании,Python;Spark;Airflow;Kafka;SQL,https://hh.ru/vacancy/1284
1285,Data Scientist,97000.0,290000.0,RUR,between1And3,full,remote,Санкт-Петербург,VK,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;sklearn;pandas;SQL;Jupyter;GraphQL,https://hh.ru/vacancy/1285
1286,Junior Data Engineer,133000.0,268000.0,RUR,between1And3,part,fullDay,Санкт-Петербург,ВТБ,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;Spark;Airflow;Kafka;SQL,https://hh.ru/vacancy/1286
1287,Python Developer,114000.0,270000.0,RUR,between3And6,part,fullDay,Воронеж,Тинькофф,Исследование и внедрение новых подходов в области машинного обучения,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/1287
1288,Middle Product Analyst,92000.0,192000.0,RUR,between3And6,full,fullDay,Казань,Positive Technologies,Работа с большими объёмами данных в Spark и Hadoop кластерах,SQL;Python;Amplitude;Mixpanel;A/B testing;MongoDB,https://hh.ru/vacancy/1288
1289,Junior Frontend Developer,57000.0,123000.0,RUR,noExperience,volunteer,flexible,Москва,Mail.ru,Разработка мобильных приложений с использованием современных технологий,JavaScript;React;TypeScript;CSS;HTML;Agile;Scrum,https://hh.ru/vacancy/1289
1290,Junior Data Scientist,64000.0,137000.0,RUR,between3And6,full,remote,Санкт-Петербург,Luxoft,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/1290
1291,Java Developer,112000.0,266000.0,RUR,between1And3,full,fullDay,Екатеринбург,2ГИС,Исследование и внедрение новых подходов в области машинного обучения,Java;Spring;Kafka;PostgreSQL;Docker;Git;Agile,https://hh.ru/vacancy/1291
1292,Product Analyst,700.0,1900.0,USD,between1And3,full,remote,Пермь,ГК Иннополис,Разработка backend сервисов на Python с использованием современных фреймворков,SQL;Python;Amplitude;Mixpanel;A/B testing;Elasticsearch;MongoDB,https://hh.ru/vacancy/1292
1293,Junior Frontend Developer,69000.0,172000.0,RUR,between3And6,full,fullDay,Челябинск,JetBrains,Создание рекомендательных систем на основе коллаборативной фильтрации,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/1293
1294,Python Developer,110000.0,230000.0,RUR,between3And6,full,shift,Уфа,1С,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/1294
1295,Android Developer,93000.0,169000.0,RUR,between1And3,full,remote,Москва,ИТМО,Разработка мобильных приложений с использованием современных технологий,Kotlin;Android;Java;Git;REST API;Scrum,https://hh.ru/vacancy/1295
1296,Junior Data Scientist,95000.0,225000.0,RUR,between1And3,full,fullDay,Москва,ГК Иннополис,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;sklearn;pandas;SQL;Jupyter;gRPC,https://hh.ru/vacancy/1296
1297,Lead Java Developer,1500.0,3600.0,USD,moreThan6,full,remote,Москва,EPAM,Разработка NLP-систем для обработки текстов на русском и английском языках,Java;Spring;Kafka;PostgreSQL;Docker;Scrum;Agile,https://hh.ru/vacancy/1297
1298,Senior Go Developer,1400.0,3700.0,USD,between3And6,full,fullDay,Челябинск,ИТМО,Участие в исследованиях в области компьютерного зрения и обработки изображений,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/1298
1299,Staff Data Analyst,102000.0,203000.0,RUR,moreThan6,full,fullDay,Новосибирск,Газпромнефть,Проектирование архитектуры микросервисов и интеграций с внешними системами,SQL;Python;Tableau;Excel;Power BI;Agile,https://hh.ru/vacancy/1299
1300,Middle ML Engineer,170000.0,425000.0,RUR,between3And6,part,fullDay,Санкт-Петербург,Ростелеком,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/1300
1301,Python Developer,,360000.0,RUR,moreThan6,full,flexible,Екатеринбург,DataArt,Разработка API и интеграция с внешними сервисами и базами данных,Python;FastAPI;PostgreSQL;Docker;Git;MongoDB;gRPC,https://hh.ru/vacancy/1301
